Scenario,Model,threshold,net_benefit_model,net_benefit_treat_all,net_benefit_treat_none,net_benefit_gain_vs_best_default
With Symptoms,XGBoost,0.29,0.034219120029914,-0.2112676056338028,0.0,0.034219120029914
With Symptoms,XGBoost,0.3,0.032288242730720604,-0.2285714285714286,0.0,0.032288242730720604
With Symptoms,XGBoost,0.31,0.030609208670001282,-0.24637681159420294,0.0,0.030609208670001282
With Symptoms,XGBoost,0.32,0.030702758979698073,-0.2647058823529412,0.0,0.030702758979698073
With Symptoms,XGBoost,0.33,0.03010698718795403,-0.28358208955223885,0.0,0.03010698718795403
With Symptoms,XGBoost,0.34,0.029659426119603108,-0.3030303030303031,0.0,0.029659426119603108
With Symptoms,XGBoost,0.35,0.028155207624234176,-0.32307692307692304,0.0,0.028155207624234176
With Symptoms,XGBoost,0.36,0.026758849557522123,-0.34375,0.0,0.026758849557522123
With Symptoms,XGBoost,0.37,0.026135693215339234,-0.3650793650793651,0.0,0.026135693215339234
With Symptoms,XGBoost,0.38,0.025383956608621184,-0.3870967741935484,0.0,0.025383956608621184
With Symptoms,XGBoost,0.39,0.02443928623240969,-0.4098360655737705,0.0,0.02443928623240969
With Symptoms,XGBoost,0.4,0.021710914454277287,-0.43333333333333335,0.0,0.021710914454277287
With Symptoms,XGBoost,0.41,0.020737963101844913,-0.4576271186440676,0.0,0.020737963101844913
With Symptoms,XGBoost,0.42,0.01809581934696369,-0.482758620689655,0.0,0.01809581934696369
With Symptoms,XGBoost,0.43,0.01664648346530042,-0.5087719298245613,0.0,0.01664648346530042
With Symptoms,XGBoost,0.44,0.016118836915297093,-0.5357142857142857,0.0,0.016118836915297093
With Symptoms,XGBoost,0.45,0.016492357200321807,-0.5636363636363636,0.0,0.016492357200321807
With Symptoms,XGBoost,0.46,0.01594231399541134,-0.5925925925925926,0.0,0.01594231399541134
With Symptoms,XGBoost,0.47,0.016049423943897148,-0.6226415094339621,0.0,0.016049423943897148
With Symptoms,XGBoost,0.48,0.014200136147038803,-0.6538461538461537,0.0,0.014200136147038803
With Symptoms,XGBoost,0.49,0.01412458788825265,-0.6862745098039215,0.0,0.01412458788825265
With Symptoms,XGBoost,0.5,0.01345132743362832,-0.72,0.0,0.01345132743362832
With Symptoms,Random Forest,0.02,0.12368430558063934,0.12244897959183675,0.0,0.0012353259888025908
With Symptoms,Random Forest,0.03,0.1166389927926284,0.11340206185567012,0.0,0.0032369309369582877
With Symptoms,Random Forest,0.04,0.11103244837758111,0.10416666666666669,0.0,0.006865781710914426
With Symptoms,Random Forest,0.05,0.10524452724732185,0.09473684210526317,0.0,0.010507685142058673
With Symptoms,Random Forest,0.06,0.0990321973263039,0.08510638297872342,0.0,0.013925814347580487
With Symptoms,Random Forest,0.07,0.09368160624226851,0.07526881720430108,0.0,0.018412789037967434
With Symptoms,Random Forest,0.08,0.08798768757214315,0.06521739130434784,0.0,0.02277029626779531
With Symptoms,Random Forest,0.09,0.08236312360206166,0.05494505494505496,0.0,0.027418068657006703
With Symptoms,Random Forest,0.1,0.07868239921337267,0.04444444444444445,0.0,0.034237954768928214
With Symptoms,Random Forest,0.11,0.0755672665804912,0.03370786516853934,0.0,0.041859401411951866
With Symptoms,Random Forest,0.12,0.07118262268704748,0.02272727272727275,0.0,0.04845534995977473
With Symptoms,Random Forest,0.13,0.06709592106601567,0.011494252873563232,0.0,0.055601668192452436
With Symptoms,Random Forest,0.14,0.0638896892364684,0.0,0.0,0.0638896892364684
With Symptoms,Random Forest,0.15,0.06162415408641333,-0.011764705882352927,0.0,0.06162415408641333
With Symptoms,Random Forest,0.16,0.0590307627475769,-0.023809523809523808,0.0,0.0590307627475769
With Symptoms,Random Forest,0.17,0.055679709990404086,-0.03614457831325302,0.0,0.055679709990404086
With Symptoms,Random Forest,0.18,0.0540643211741852,-0.04878048780487801,0.0,0.0540643211741852
With Symptoms,Random Forest,0.19,0.052535780618376486,-0.061728395061728364,0.0,0.052535780618376486
With Symptoms,Random Forest,0.2,0.049513274336283185,-0.07499999999999998,0.0,0.049513274336283185
With Symptoms,Random Forest,0.21,0.04694298196482582,-0.08860759493670883,0.0,0.04694298196482582
With Symptoms,Random Forest,0.22,0.046262763784887674,-0.10256410256410253,0.0,0.046262763784887674
With Symptoms,Random Forest,0.23,0.04508447304907483,-0.11688311688311687,0.0,0.04508447304907483
With Symptoms,Random Forest,0.24,0.04271075919888216,-0.13157894736842102,0.0,0.04271075919888216
With Symptoms,Random Forest,0.25,0.03982300884955753,-0.1466666666666666,0.0,0.03982300884955753
With Symptoms,Random Forest,0.26,0.039071992346328625,-0.16216216216216217,0.0,0.039071992346328625
With Symptoms,Random Forest,0.27,0.03670020608558612,-0.1780821917808219,0.0,0.03670020608558612
With Symptoms,Random Forest,0.28,0.035427728613569326,-0.19444444444444448,0.0,0.035427728613569326
With Symptoms,Random Forest,0.29,0.03397232955253646,-0.2112676056338028,0.0,0.03397232955253646
With Symptoms,Random Forest,0.3,0.03180783817951959,-0.2285714285714286,0.0,0.03180783817951959
With Symptoms,Random Forest,0.31,0.029593433371809665,-0.24637681159420294,0.0,0.029593433371809665
With Symptoms,Random Forest,0.32,0.0278813118167621,-0.2647058823529412,0.0,0.0278813118167621
With Symptoms,Random Forest,0.33,0.025970149253731336,-0.28358208955223885,0.0,0.025970149253731336
With Symptoms,Random Forest,0.34,0.025449182086350226,-0.3030303030303031,0.0,0.025449182086350226
With Symptoms,Random Forest,0.35,0.02428863172226004,-0.32307692307692304,0.0,0.02428863172226004
With Symptoms,Random Forest,0.36,0.02279867256637168,-0.34375,0.0,0.02279867256637168
With Symptoms,Random Forest,0.37,0.02018260991712319,-0.3650793650793651,0.0,0.02018260991712319
With Symptoms,Random Forest,0.38,0.02023979446188981,-0.3870967741935484,0.0,0.02023979446188981
With Symptoms,Random Forest,0.39,0.018598578267807916,-0.4098360655737705,0.0,0.018598578267807916
With Symptoms,Random Forest,0.4,0.016165191740412973,-0.43333333333333335,0.0,0.016165191740412973
With Symptoms,Random Forest,0.41,0.015488225588720563,-0.4576271186440676,0.0,0.015488225588720563
With Symptoms,Random Forest,0.42,0.013469636862984437,-0.482758620689655,0.0,0.013469636862984437
With Symptoms,Random Forest,0.43,0.012817885421518401,-0.5087719298245613,0.0,0.012817885421518401
With Symptoms,Random Forest,0.44,0.012414664981036664,-0.5357142857142857,0.0,0.012414664981036664
With Symptoms,Random Forest,0.45,0.012646822204344332,-0.5636363636363636,0.0,0.012646822204344332
With Symptoms,Random Forest,0.46,0.01207472959685349,-0.5925925925925926,0.0,0.01207472959685349
With Symptoms,Random Forest,0.47,0.01234262815161129,-0.6226415094339621,0.0,0.01234262815161129
With Symptoms,Random Forest,0.48,0.010796460176991152,-0.6538461538461537,0.0,0.010796460176991152
With Symptoms,Random Forest,0.49,0.009845566545202153,-0.6862745098039215,0.0,0.009845566545202153
With Symptoms,Random Forest,0.5,0.010442477876106195,-0.72,0.0,0.010442477876106195
With Symptoms,Neural Network,0.02,0.12297995304316418,0.12244897959183675,0.0,0.0005309734513274378
With Symptoms,Neural Network,0.03,0.11498038500136849,0.11340206185567012,0.0,0.0015783231456983765
With Symptoms,Neural Network,0.04,0.10797935103244838,0.10416666666666669,0.0,0.0038126843657816933
With Symptoms,Neural Network,0.05,0.10115510013972986,0.09473684210526317,0.0,0.0064182580344666895
With Symptoms,Neural Network,0.06,0.09632460930144982,0.08510638297872342,0.0,0.011218226322726399
With Symptoms,Neural Network,0.07,0.09021981159006566,0.07526881720430108,0.0,0.014950994385764582
With Symptoms,Neural Network,0.08,0.08578684109272797,0.06521739130434784,0.0,0.02056944978838013
With Symptoms,Neural Network,0.09,0.08072546922104444,0.05494505494505496,0.0,0.025780414275989483
With Symptoms,Neural Network,0.1,0.07498525073746312,0.04444444444444445,0.0,0.03054080629301867
With Symptoms,Neural Network,0.11,0.071359252262106,0.03370786516853934,0.0,0.03765138709356666
With Symptoms,Neural Network,0.12,0.06889782783588094,0.02272727272727275,0.0,0.046170555108608194
With Symptoms,Neural Network,0.13,0.06577153900925642,0.011494252873563232,0.0,0.05427728613569319
With Symptoms,Neural Network,0.14,0.06344926939699526,0.0,0.0,0.06344926939699526
With Symptoms,Neural Network,0.15,0.06102030192608017,-0.011764705882352927,0.0,0.06102030192608017
With Symptoms,Neural Network,0.16,0.05857564264643911,-0.023809523809523808,0.0,0.05857564264643911
With Symptoms,Neural Network,0.17,0.05818957244908838,-0.03614457831325302,0.0,0.05818957244908838
With Symptoms,Neural Network,0.18,0.05642564213252752,-0.04878048780487801,0.0,0.05642564213252752
With Symptoms,Neural Network,0.19,0.05326559597946029,-0.061728395061728364,0.0,0.05326559597946029
With Symptoms,Neural Network,0.2,0.05079646017699115,-0.07499999999999998,0.0,0.05079646017699115
With Symptoms,Neural Network,0.21,0.048367872745603224,-0.08860759493670883,0.0,0.048367872745603224
With Symptoms,Neural Network,0.22,0.04689357839800318,-0.10256410256410253,0.0,0.04689357839800318
With Symptoms,Neural Network,0.23,0.0450867716354442,-0.11688311688311687,0.0,0.0450867716354442
With Symptoms,Neural Network,0.24,0.04119236143455984,-0.13157894736842102,0.0,0.04119236143455984
With Symptoms,Neural Network,0.25,0.040235988200589975,-0.1466666666666666,0.0,0.040235988200589975
With Symptoms,Neural Network,0.26,0.0386127720640995,-0.16216216216216217,0.0,0.0386127720640995
With Symptoms,Neural Network,0.27,0.03739119893320402,-0.1780821917808219,0.0,0.03739119893320402
With Symptoms,Neural Network,0.28,0.036922320550639126,-0.19444444444444448,0.0,0.036922320550639126
With Symptoms,Neural Network,0.29,0.03552287174373675,-0.2112676056338028,0.0,0.03552287174373675
With Symptoms,Neural Network,0.3,0.03481668773704172,-0.2285714285714286,0.0,0.03481668773704172
With Symptoms,Neural Network,0.31,0.0340336026676927,-0.24637681159420294,0.0,0.0340336026676927
With Symptoms,Neural Network,0.32,0.03309734513274336,-0.2647058823529412,0.0,0.03309734513274336
With Symptoms,Neural Network,0.33,0.03046625280676264,-0.28358208955223885,0.0,0.03046625280676264
With Symptoms,Neural Network,0.34,0.029010458567980686,-0.3030303030303031,0.0,0.029010458567980686
With Symptoms,Neural Network,0.35,0.0284002722940776,-0.32307692307692304,0.0,0.0284002722940776
With Symptoms,Neural Network,0.36,0.026526548672566375,-0.34375,0.0,0.026526548672566375
With Symptoms,Neural Network,0.37,0.025326590813316473,-0.3650793650793651,0.0,0.025326590813316473
With Symptoms,Neural Network,0.38,0.02552669140736511,-0.3870967741935484,0.0,0.02552669140736511
With Symptoms,Neural Network,0.39,0.024009865080516467,-0.4098360655737705,0.0,0.024009865080516467
With Symptoms,Neural Network,0.4,0.02342182890855457,-0.43333333333333335,0.0,0.02342182890855457
With Symptoms,Neural Network,0.41,0.021670916454177302,-0.4576271186440676,0.0,0.021670916454177302
With Symptoms,Neural Network,0.42,0.020176991150442483,-0.482758620689655,0.0,0.020176991150442483
With Symptoms,Neural Network,0.43,0.018276665114112717,-0.5087719298245613,0.0,0.018276665114112717
With Symptoms,Neural Network,0.44,0.01739570164348925,-0.5357142857142857,0.0,0.01739570164348925
With Symptoms,Neural Network,0.45,0.016122284794851168,-0.5636363636363636,0.0,0.016122284794851168
With Symptoms,Neural Network,0.46,0.014696820714519828,-0.5925925925925926,0.0,0.014696820714519828
With Symptoms,Neural Network,0.47,0.014974119218567374,-0.6226415094339621,0.0,0.014974119218567374
With Symptoms,Neural Network,0.48,0.01357385976855004,-0.6538461538461537,0.0,0.01357385976855004
With Symptoms,Neural Network,0.49,0.013201457574180116,-0.6862745098039215,0.0,0.013201457574180116
With Symptoms,Neural Network,0.5,0.012035398230088496,-0.72,0.0,0.012035398230088496
Virtual Maximum,XGBoost,0.02,0.12390464150261876,0.12244897959183675,0.0,0.0014556619107820162
Virtual Maximum,XGBoost,0.03,0.1176808685338929,0.11340206185567012,0.0,0.00427880667822278
Virtual Maximum,XGBoost,0.04,0.11194690265486726,0.10416666666666669,0.0,0.007780235988200573
Virtual Maximum,XGBoost,0.05,0.10571029343269678,0.09473684210526317,0.0,0.010973451327433603
Virtual Maximum,XGBoost,0.06,0.09917153078516289,0.08510638297872342,0.0,0.01406514780643947
Virtual Maximum,XGBoost,0.07,0.09358264344847274,0.07526881720430108,0.0,0.01831382624417166
Virtual Maximum,XGBoost,0.08,0.08989611388995768,0.06521739130434784,0.0,0.02467872258560984
Virtual Maximum,XGBoost,0.09,0.0852611105708451,0.05494505494505496,0.0,0.030316055625790136
Virtual Maximum,XGBoost,0.1,0.08157325467059981,0.04444444444444445,0.0,0.03712881022615536
Virtual Maximum,XGBoost,0.11,0.07702893507010042,0.03370786516853934,0.0,0.04332106990156108
Virtual Maximum,XGBoost,0.12,0.07358004827031375,0.02272727272727275,0.0,0.050852775543041004
Virtual Maximum,XGBoost,0.13,0.06895127657410233,0.011494252873563232,0.0,0.057457023700539095
Virtual Maximum,XGBoost,0.14,0.0659724223091171,0.0,0.0,0.0659724223091171
Virtual Maximum,XGBoost,0.15,0.06322748568453929,-0.011764705882352927,0.0,0.06322748568453929
Virtual Maximum,XGBoost,0.16,0.06069953645174884,-0.023809523809523808,0.0,0.06069953645174884
Virtual Maximum,XGBoost,0.17,0.059434907772683655,-0.03614457831325302,0.0,0.059434907772683655
Virtual Maximum,XGBoost,0.18,0.05696093244118283,-0.04878048780487801,0.0,0.05696093244118283
Virtual Maximum,XGBoost,0.19,0.05363924396372775,-0.061728395061728364,0.0,0.05363924396372775
Virtual Maximum,XGBoost,0.2,0.05141592920353982,-0.07499999999999998,0.0,0.05141592920353982
Virtual Maximum,XGBoost,0.21,0.0491206452335611,-0.08860759493670883,0.0,0.0491206452335611
Virtual Maximum,XGBoost,0.22,0.04722940776038122,-0.10256410256410253,0.0,0.04722940776038122
Virtual Maximum,XGBoost,0.23,0.04564302953683484,-0.11688311688311687,0.0,0.04564302953683484
Virtual Maximum,XGBoost,0.24,0.04395901257568701,-0.13157894736842102,0.0,0.04395901257568701
Virtual Maximum,XGBoost,0.25,0.042831858407079655,-0.1466666666666666,0.0,0.042831858407079655
Virtual Maximum,XGBoost,0.26,0.042133460894522835,-0.16216216216216217,0.0,0.042133460894522835
Virtual Maximum,XGBoost,0.27,0.03922172384531458,-0.1780821917808219,0.0,0.03922172384531458
Virtual Maximum,XGBoost,0.28,0.03795476892822025,-0.19444444444444448,0.0,0.03795476892822025
Virtual Maximum,XGBoost,0.29,0.035193817773900044,-0.2112676056338028,0.0,0.035193817773900044
Virtual Maximum,XGBoost,0.3,0.03410872313527181,-0.2285714285714286,0.0,0.03410872313527181
Virtual Maximum,XGBoost,0.31,0.03322046941131204,-0.24637681159420294,0.0,0.03322046941131204
Virtual Maximum,XGBoost,0.32,0.03171264966163456,-0.2647058823529412,0.0,0.03171264966163456
Virtual Maximum,XGBoost,0.33,0.029863954563465852,-0.28358208955223885,0.0,0.029863954563465852
Virtual Maximum,XGBoost,0.34,0.0273799946366318,-0.3030303030303031,0.0,0.0273799946366318
Virtual Maximum,XGBoost,0.35,0.026929884275017024,-0.32307692307692304,0.0,0.026929884275017024
Virtual Maximum,XGBoost,0.36,0.025099557522123898,-0.34375,0.0,0.025099557522123898
Virtual Maximum,XGBoost,0.37,0.024568057311420137,-0.3650793650793651,0.0,0.024568057311420137
Virtual Maximum,XGBoost,0.38,0.023242934627462172,-0.3870967741935484,0.0,0.023242934627462172
Virtual Maximum,XGBoost,0.39,0.022225446104743942,-0.4098360655737705,0.0,0.022225446104743942
Virtual Maximum,XGBoost,0.4,0.021238938053097345,-0.43333333333333335,0.0,0.021238938053097345
Virtual Maximum,XGBoost,0.41,0.019670016499175047,-0.4576271186440676,0.0,0.019670016499175047
Virtual Maximum,XGBoost,0.42,0.017796765334147084,-0.482758620689655,0.0,0.017796765334147084
Virtual Maximum,XGBoost,0.43,0.016155876416705482,-0.5087719298245613,0.0,0.016155876416705482
Virtual Maximum,XGBoost,0.44,0.016447534766118835,-0.5357142857142857,0.0,0.016447534766118835
Virtual Maximum,XGBoost,0.45,0.015510860820595333,-0.5636363636363636,0.0,0.015510860820595333
Virtual Maximum,XGBoost,0.46,0.01504424778761062,-0.5925925925925926,0.0,0.01504424778761062
Virtual Maximum,XGBoost,0.47,0.014342962097178166,-0.6226415094339621,0.0,0.014342962097178166
Virtual Maximum,XGBoost,0.48,0.013982300884955758,-0.6538461538461537,0.0,0.013982300884955758
Virtual Maximum,XGBoost,0.49,0.012798889467291338,-0.6862745098039215,0.0,0.012798889467291338
Virtual Maximum,XGBoost,0.5,0.01185840707964602,-0.72,0.0,0.01185840707964602
Virtual Maximum,Random Forest,0.02,0.12412858948889291,0.12244897959183675,0.0,0.001679609897056164
Virtual Maximum,Random Forest,0.03,0.11739804762339204,0.11340206185567012,0.0,0.003995985767721921
Virtual Maximum,Random Forest,0.04,0.11071533923303833,0.10416666666666669,0.0,0.006548672566371649
Virtual Maximum,Random Forest,0.05,0.10419189566837447,0.09473684210526317,0.0,0.009455053563111299
Virtual Maximum,Random Forest,0.06,0.09896064771229524,0.08510638297872342,0.0,0.01385426473357182
Virtual Maximum,Random Forest,0.07,0.09411171376915023,0.07526881720430108,0.0,0.01884289656484915
Virtual Maximum,Random Forest,0.08,0.08874182377837629,0.06521739130434784,0.0,0.023524432474028453
Virtual Maximum,Random Forest,0.09,0.08349703393951183,0.05494505494505496,0.0,0.02855197899445687
Virtual Maximum,Random Forest,0.1,0.07942969518190757,0.04444444444444445,0.0,0.034985250737463114
Virtual Maximum,Random Forest,0.11,0.07467435616983197,0.03370786516853934,0.0,0.040966491001292626
Virtual Maximum,Random Forest,0.12,0.07184231697506033,0.02272727272727275,0.0,0.04911504424778758
Virtual Maximum,Random Forest,0.13,0.06874173532702675,0.011494252873563232,0.0,0.05724748245346352
Virtual Maximum,Random Forest,0.14,0.06565136859436096,0.0,0.0,0.06565136859436096
Virtual Maximum,Random Forest,0.15,0.06233211868818323,-0.011764705882352927,0.0,0.06233211868818323
Virtual Maximum,Random Forest,0.16,0.05931731984829329,-0.023809523809523808,0.0,0.05931731984829329
Virtual Maximum,Random Forest,0.17,0.056754451434054796,-0.03614457831325302,0.0,0.056754451434054796
Virtual Maximum,Random Forest,0.18,0.054167925750053955,-0.04878048780487801,0.0,0.054167925750053955
Virtual Maximum,Random Forest,0.19,0.05177755927018463,-0.061728395061728364,0.0,0.05177755927018463
Virtual Maximum,Random Forest,0.2,0.0495575221238938,-0.07499999999999998,0.0,0.0495575221238938
Virtual Maximum,Random Forest,0.21,0.046770471603002135,-0.08860759493670883,0.0,0.046770471603002135
Virtual Maximum,Random Forest,0.22,0.04574994327206717,-0.10256410256410253,0.0,0.04574994327206717
Virtual Maximum,Random Forest,0.23,0.044822434202965174,-0.11688311688311687,0.0,0.044822434202965174
Virtual Maximum,Random Forest,0.24,0.04415463437354448,-0.13157894736842102,0.0,0.04415463437354448
Virtual Maximum,Random Forest,0.25,0.04336283185840708,-0.1466666666666666,0.0,0.04336283185840708
Virtual Maximum,Random Forest,0.26,0.041798612772064106,-0.16216216216216217,0.0,0.041798612772064106
Virtual Maximum,Random Forest,0.27,0.04080252151775973,-0.1780821917808219,0.0,0.04080252151775973
Virtual Maximum,Random Forest,0.28,0.03944936086529006,-0.19444444444444448,0.0,0.03944936086529006
Virtual Maximum,Random Forest,0.29,0.03575719805559019,-0.2112676056338028,0.0,0.03575719805559019
Virtual Maximum,Random Forest,0.3,0.03246523388116308,-0.2285714285714286,0.0,0.03246523388116308
Virtual Maximum,Random Forest,0.31,0.029257406694882648,-0.24637681159420294,0.0,0.029257406694882648
Virtual Maximum,Random Forest,0.32,0.027277459656428943,-0.2647058823529412,0.0,0.027277459656428943
Virtual Maximum,Random Forest,0.33,0.025975432571654994,-0.28358208955223885,0.0,0.025975432571654994
Virtual Maximum,Random Forest,0.34,0.023319924912845263,-0.3030303030303031,0.0,0.023319924912845263
Virtual Maximum,Random Forest,0.35,0.023117767188563648,-0.32307692307692304,0.0,0.023117767188563648
Virtual Maximum,Random Forest,0.36,0.02098451327433628,-0.34375,0.0,0.02098451327433628
Virtual Maximum,Random Forest,0.37,0.01937069813176008,-0.3650793650793651,0.0,0.01937069813176008
Virtual Maximum,Random Forest,0.38,0.01846988295746503,-0.3870967741935484,0.0,0.01846988295746503
Virtual Maximum,Random Forest,0.39,0.018308428840853035,-0.4098360655737705,0.0,0.018308428840853035
Virtual Maximum,Random Forest,0.4,0.0159882005899705,-0.43333333333333335,0.0,0.0159882005899705
Virtual Maximum,Random Forest,0.41,0.01619619019049048,-0.4576271186440676,0.0,0.01619619019049048
Virtual Maximum,Random Forest,0.42,0.015062557216966737,-0.482758620689655,0.0,0.015062557216966737
Virtual Maximum,Random Forest,0.43,0.015516224188790558,-0.5087719298245613,0.0,0.015516224188790558
Virtual Maximum,Random Forest,0.44,0.013590391908975982,-0.5357142857142857,0.0,0.013590391908975982
Virtual Maximum,Random Forest,0.45,0.011971037811745779,-0.5636363636363636,0.0,0.011971037811745779
Virtual Maximum,Random Forest,0.46,0.011701081612586038,-0.5925925925925926,0.0,0.011701081612586038
Virtual Maximum,Random Forest,0.47,0.012048756052763402,-0.6226415094339621,0.0,0.012048756052763402
Virtual Maximum,Random Forest,0.48,0.011177671885636488,-0.6538461538461537,0.0,0.011177671885636488
Virtual Maximum,Random Forest,0.49,0.010411244143675169,-0.6862745098039215,0.0,0.010411244143675169
Virtual Maximum,Random Forest,0.5,0.007964601769911506,-0.72,0.0,0.007964601769911506
Virtual Maximum,Neural Network,0.02,0.12390464150261873,0.12244897959183675,0.0,0.0014556619107819885
Virtual Maximum,Neural Network,0.03,0.11712982392117507,0.11340206185567012,0.0,0.003727762065504958
Virtual Maximum,Neural Network,0.04,0.11142330383480825,0.10416666666666669,0.0,0.0072566371681415665
Virtual Maximum,Neural Network,0.05,0.1038379133674895,0.09473684210526317,0.0,0.009101071262226326
Virtual Maximum,Neural Network,0.06,0.0970739973639616,0.08510638297872342,0.0,0.01196761438523819
Virtual Maximum,Neural Network,0.07,0.09183937577314681,0.07526881720430108,0.0,0.016570558568845734
Virtual Maximum,Neural Network,0.08,0.08726433243555214,0.06521739130434784,0.0,0.022046941131204298
Virtual Maximum,Neural Network,0.09,0.08166099387338326,0.05494505494505496,0.0,0.026715938928328298
Virtual Maximum,Neural Network,0.1,0.0784070796460177,0.04444444444444445,0.0,0.03396263520157325
Virtual Maximum,Neural Network,0.11,0.07438003380729839,0.03370786516853934,0.0,0.040672168638759054
Virtual Maximum,Neural Network,0.12,0.07053901850362027,0.02272727272727275,0.0,0.04781174577634752
Virtual Maximum,Neural Network,0.13,0.06751907232224597,0.011494252873563232,0.0,0.05602481944868273
Virtual Maximum,Neural Network,0.14,0.06583659189133567,0.0,0.0,0.06583659189133567
Virtual Maximum,Neural Network,0.15,0.06298802706923477,-0.011764705882352927,0.0,0.06298802706923477
Virtual Maximum,Neural Network,0.16,0.06072482090181205,-0.023809523809523808,0.0,0.06072482090181205
Virtual Maximum,Neural Network,0.17,0.05821729395457936,-0.03614457831325302,0.0,0.05821729395457936
Virtual Maximum,Neural Network,0.18,0.05528167494064321,-0.04878048780487801,0.0,0.05528167494064321
Virtual Maximum,Neural Network,0.19,0.0519195892057249,-0.061728395061728364,0.0,0.0519195892057249
Virtual Maximum,Neural Network,0.2,0.049424778761061945,-0.07499999999999998,0.0,0.049424778761061945
Virtual Maximum,Neural Network,0.21,0.048130390948807,-0.08860759493670883,0.0,0.048130390948807
Virtual Maximum,Neural Network,0.22,0.047283866575901966,-0.10256410256410253,0.0,0.047283866575901966
Virtual Maximum,Neural Network,0.23,0.04635559131134353,-0.11688311688311687,0.0,0.04635559131134353
Virtual Maximum,Neural Network,0.24,0.043856544014904526,-0.13157894736842102,0.0,0.043856544014904526
Virtual Maximum,Neural Network,0.25,0.0424188790560472,-0.1466666666666666,0.0,0.0424188790560472
Virtual Maximum,Neural Network,0.26,0.04184644821812963,-0.16216216216216217,0.0,0.04184644821812963
Virtual Maximum,Neural Network,0.27,0.039910292156625046,-0.1780821917808219,0.0,0.039910292156625046
Virtual Maximum,Neural Network,0.28,0.03861356932153392,-0.19444444444444448,0.0,0.03861356932153392
Virtual Maximum,Neural Network,0.29,0.03759192322074036,-0.2112676056338028,0.0,0.03759192322074036
Virtual Maximum,Neural Network,0.3,0.035044247787610616,-0.2285714285714286,0.0,0.035044247787610616
Virtual Maximum,Neural Network,0.31,0.034097729896113885,-0.24637681159420294,0.0,0.034097729896113885
Virtual Maximum,Neural Network,0.32,0.033263925039042165,-0.2647058823529412,0.0,0.033263925039042165
Virtual Maximum,Neural Network,0.33,0.03287280412098797,-0.28358208955223885,0.0,0.03287280412098797
Virtual Maximum,Neural Network,0.34,0.03145615446500401,-0.3030303030303031,0.0,0.03145615446500401
Virtual Maximum,Neural Network,0.35,0.03049693669162696,-0.32307692307692304,0.0,0.03049693669162696
Virtual Maximum,Neural Network,0.36,0.028650442477876112,-0.34375,0.0,0.028650442477876112
Virtual Maximum,Neural Network,0.37,0.025610338530692507,-0.3650793650793651,0.0,0.025610338530692507
Virtual Maximum,Neural Network,0.38,0.025503853839566083,-0.3870967741935484,0.0,0.025503853839566083
Virtual Maximum,Neural Network,0.39,0.024230378645002174,-0.4098360655737705,0.0,0.024230378645002174
Virtual Maximum,Neural Network,0.4,0.023185840707964596,-0.43333333333333335,0.0,0.023185840707964596
Virtual Maximum,Neural Network,0.41,0.021979901004949762,-0.4576271186440676,0.0,0.021979901004949762
Virtual Maximum,Neural Network,0.42,0.020439426304546846,-0.482758620689655,0.0,0.020439426304546846
Virtual Maximum,Neural Network,0.43,0.019288930290327588,-0.5087719298245613,0.0,0.019288930290327588
Virtual Maximum,Neural Network,0.44,0.017597977243994943,-0.5357142857142857,0.0,0.017597977243994943
Virtual Maximum,Neural Network,0.45,0.016653258246178602,-0.5636363636363636,0.0,0.016653258246178602
Virtual Maximum,Neural Network,0.46,0.01649950835791544,-0.5925925925925926,0.0,0.01649950835791544
Virtual Maximum,Neural Network,0.47,0.01537151444314577,-0.6226415094339621,0.0,0.01537151444314577
Virtual Maximum,Neural Network,0.48,0.013791695030633083,-0.6538461538461537,0.0,0.013791695030633083
Virtual Maximum,Neural Network,0.49,0.011296199895887562,-0.6862745098039215,0.0,0.011296199895887562
Virtual Maximum,Neural Network,0.5,0.010265486725663717,-0.72,0.0,0.010265486725663717
